Date,Adj Close,Daily Returns,Cumulative Returns,Kumudha,Signals
2023-02-28,146.814453125,0.0,0.0,0.0,0
2023-03-01,144.7229461669922,-0.01424592002687278,0.0,0.0,0
2023-03-02,145.32052612304688,0.004129130672651971,0.0,0.0,0
2023-03-03,150.41983032226562,0.035090047739718674,0.0,0.0,1
2023-03-06,153.20852661132812,0.018539419191524697,0.018539419191524697,0.018539419191524697,1
2023-03-07,150.98753356933594,-0.014496536786275504,0.004042882405249193,0.004042882405249193,0
2023-03-08,152.2523956298828,0.008377261556935293,0.012420143962184486,0.012420143962184486,0
2023-03-09,149.98159790039062,-0.01491469293535697,-0.0024945489731724828,-0.0024945489731724828,1
2023-03-10,147.90003967285156,-0.013878757505447547,-0.01637330647862003,-0.01637330647862003,1
2023-03-13,149.86209106445312,0.01326606399796467,-0.003107242480655359,-0.003107242480655359,1
2023-03-14,151.97352600097656,0.014089186408158054,0.010981943927502695,0.010981943927502695,1
2023-03-15,152.3719024658203,0.0026213543590558664,0.013603298286558561,0.013603298286558561,1
2023-03-16,155.22035217285156,0.018694061443973946,0.03229735973053251,0.03229735973053251,1
2023-03-17,154.373779296875,-0.0054540069270930976,0.02684335280343941,0.02684335280343941,1
2023-03-20,156.7640838623047,0.015483876707021026,0.04232722951046043,0.04232722951046043,1
2023-03-21,158.63648986816406,0.011944100713171148,0.05427133022363158,0.05427133022363158,1
2023-03-22,157.19235229492188,-0.00910343877655354,0.045167891447078036,0.045167891447078036,1
2023-03-23,158.28790283203125,0.006969490061793337,0.05213738150887137,0.05213738150887137,1
2023-03-24,159.60256958007812,0.00830554151344052,0.06044292302231189,0.06044292302231189,1
2023-03-27,157.64051818847656,-0.012293357160625998,0.048149565861685895,0.048149565861685895,0
2023-03-28,157.0130615234375,-0.00398030070092049,0.04416926516076541,0.04416926516076541,0
2023-03-29,160.12046813964844,0.01979075234926931,0.06396001751003472,0.06396001751003472,0
2023-03-30,161.70404052734375,0.009889881075754826,0.07384989858578954,0.07384989858578954,0
2023-03-31,164.23377990722656,0.015644255836977927,0.08949415442276747,0.08949415442276747,1
2023-04-03,165.4986572265625,0.007701687923461602,0.09719584234622906,0.09719584234622906,1
2023-04-04,164.96084594726562,-0.0032496413463985276,0.09394620099983053,0.09394620099983053,0
2023-04-05,163.098388671875,-0.011290299008202297,0.08265590199162823,0.08265590199162823,1
2023-04-06,163.99478149414062,0.0054960250040790295,0.08815192699570726,0.08815192699570726,1
2023-04-10,161.37538146972656,-0.01597245961456189,0.07217946738114536,0.07217946738114536,0
2023-04-11,160.15036010742188,-0.007591129149612558,0.0645883382315328,0.0645883382315328,0
2023-04-12,159.4532012939453,-0.0043531517069892245,0.06023518652454358,0.06023518652454358,0
2023-04-13,164.89111328125,0.03410349835046663,0.09433868487501021,0.09433868487501021,1
2023-04-14,164.54254150390625,-0.0021139512640029373,0.09222473361100728,0.09222473361100728,1
2023-04-17,164.5624542236328,0.00012101867118716998,0.09234575228219445,0.09234575228219445,0
2023-04-18,165.79745483398438,0.00750475323291699,0.09985050551511145,0.09985050551511145,1
2023-04-19,166.9527587890625,0.006968164597188475,0.10681867011229992,0.10681867011229992,1
2023-04-20,165.9767303466797,-0.005846135454496932,0.100972534657803,0.100972534657803,1
2023-04-21,164.3533172607422,-0.00978096798597392,0.09119156667182908,0.09119156667182908,1
2023-04-24,164.66204833984375,0.0018784596760634215,0.0930700263478925,0.0930700263478925,0
2023-04-25,163.1083526611328,-0.009435663496085548,0.08363436285180696,0.08363436285180696,0
2023-04-26,163.098388671875,-6.108816069348252e-05,0.08357327469111347,0.08357327469111347,0
2023-04-27,167.7296142578125,0.02839528718615794,0.11196856187727142,0.11196856187727142,1
2023-04-28,168.99447631835938,0.007541077740766105,0.11950963961803752,0.11950963961803752,1
2023-05-01,168.90484619140625,-0.000530373115771404,0.11897926650226612,0.11897926650226612,1
2023-05-02,167.8590850830078,-0.006191421572435883,0.11278784492983024,0.11278784492983024,1
2023-05-03,166.7734832763672,-0.006467340186584391,0.10632050474324585,0.10632050474324585,1
2023-05-04,165.12017822265625,-0.009913476778386752,0.0964070279648591,0.0964070279648591,1
2023-05-05,172.86875915527344,0.04692691720674269,0.1433339451716018,0.1433339451716018,1
